PROJNUM,ActivityType
20120245,Fish Passage
20120246,Instream
20120246,Riparian
20120246,Fish Passage
20120246,Road
20120247,Riparian
20120247,Upland
20120247,Wetland
20120248,Riparian
20120248,Upland
20120249,Fish Passage
20120250,Upland
20120251,Upland
20120252,Upland
20120253,Upland
20120254,Upland
20120255,Riparian
20120256,Upland
20120257,Upland
20120258,Riparian
20120258,Upland
20120259,Riparian
20120259,Upland
20120260,Upland
20120261,Upland
20120262,Upland
20120263,Upland
20120264,Upland
20120265,Riparian
20120265,Upland
20120265,Wetland
20120266,Upland
20120267,Riparian
20120268,Instream
20120268,Riparian
20120268,Fish Passage
20120269,Upland
20120270,Instream
20120270,Riparian
20120271,Instream
20120271,Riparian
20120272,Upland
20120273,Upland
20120274,Upland
20120275,Riparian
20120276,Road
20120277,Instream
20120278,Road
20120279,Fish Passage
20120280,Riparian
20120281,Upland
20120282,Fish Passage
20120283,Instream
20120284,Upland
20120285,Upland
20120286,Upland
20120287,Upland
20120288,Instream
20120288,Riparian
20120289,Instream
20120289,Riparian
20120290,Upland
20120291,Riparian
20120291,Upland
20120292,Upland
20120293,Upland
20120294,Riparian
20120294,Upland
20120294,Urban
20120295,Upland
20120296,Riparian
20120297,Upland
20120298,Upland
20120299,Upland
20120300,Upland
20120301,Instream
20120302,Upland
20120303,Upland
20120304,Instream
20120304,Fish Passage
20120304,Road
20120305,Instream
20120306,Riparian
20120306,Fish Passage
20120307,Instream
20120307,Riparian
20120307,Fish Passage
20120308,Instream
20120308,Riparian
20120309,Instream
20120310,Riparian
20120310,Upland
20120311,Riparian
20120311,Upland
20120312,Instream
20120312,Riparian
20120313,Riparian
20120313,Upland
20120314,Instream
20120314,Riparian
20120314,Fish Passage
20120314,Upland
20120314,Fish Screening
20120315,Riparian
20120315,Upland
20120316,Riparian
20120316,Upland
20120317,Upland
20120317,Fish Screening
20120318,Instream
20120318,Riparian
20120319,Upland
20120320,Riparian
20120321,Riparian
20120322,Fish Passage
20120322,Road
20120323,Instream
20120323,Riparian
20120323,Fish Passage
20120323,Road
20120323,Wetland
20120324,Wetland
20120325,Instream
20120325,Riparian
20120325,Wetland
20120326,Instream
20120326,Riparian
20120327,Riparian
20120328,Riparian
20120328,Upland
20120329,Riparian
20120329,Upland
20120330,Fish Passage
20120330,Fish Screening
20120331,Wetland
20120332,Upland
20120333,Riparian
20120333,Upland
20120334,Urban
20120335,Riparian
20120336,Riparian
20120337,Upland
20120338,Riparian
20120339,Instream
20120339,Riparian
20120340,Upland
20120341,Upland
20120342,Riparian
20120343,Riparian
20120343,Upland
20120344,Riparian
20120345,Instream
20120345,Riparian
20120346,Fish Passage
20120347,Upland
20120348,Upland
20120349,Fish Passage
20120350,Upland
20120351,Riparian
20120352,Riparian
20120353,Fish Passage
20120354,Instream
20120355,Upland
20120356,Road
20120357,Riparian
20120358,Upland
20120359,Riparian
20120359,Upland
20120360,Fish Passage
20120361,Fish Passage
20120362,Upland
20120363,Upland
20120364,Instream
20120365,Fish Passage
20120366,Fish Passage
20120367,Riparian
20120367,Upland
20120368,Wetland
20120369,Fish Passage
20120370,Instream
20120370,Riparian
20120370,Upland
20120371,Upland
20120372,Upland
20120373,Fish Passage
20120373,Fish Screening
20120374,Fish Passage
20120375,Upland
20120376,Instream
20120376,Riparian
20120376,Upland
20120376,Wetland
20120377,Fish Passage
20120377,Upland
20120378,Riparian
20120379,Riparian
20120380,Riparian
20120381,Riparian
20120382,Upland
20120383,Upland
20120384,Instream
20120385,Instream
20120386,Upland
20120387,Riparian
20120387,Road
20120388,Riparian
20120389,Riparian
20120390,Riparian
20120391,Riparian
20120392,Riparian
20120393,Riparian
20120393,Road
20120394,Riparian
20120395,Riparian
20120396,Riparian
20120397,Riparian
20120398,Riparian
20120399,Riparian
20120400,Riparian
20120401,Upland
20120402,Instream
20120402,Riparian
20120403,Instream
20120403,Riparian
20120404,Upland
20120405,Riparian
20120406,Riparian
20120407,Upland
20120408,Riparian
20120409,Instream
20120409,Riparian
20120410,Instream
20120411,Riparian
20120412,Upland
20120413,Upland
20120414,Upland
20120415,Instream
20120416,Instream Flow
20120417,Upland
20120418,Upland
20120419,Instream
20120419,Riparian
20120419,Upland
20120420,Instream
20120420,Fish Passage
20120420,Fish Screening
20120421,Riparian
20120421,Upland
20120422,Instream
20120422,Riparian
20120423,Upland
20120424,Instream
20120424,Riparian
20120424,Fish Passage
20120425,Riparian
20120426,Upland
20120427,Riparian
20120428,Instream
20120428,Riparian
20120428,Fish Passage
20120428,Upland
20120429,Instream
20120429,Riparian
20120429,Wetland
20120430,Riparian
20120431,Fish Passage
20120432,Fish Passage
20120433,Upland
20120434,Riparian
20120434,Fish Passage
20120435,Riparian
20120436,Riparian
20120437,Upland
20120438,Upland
20120439,Upland
20120440,Riparian
20120441,Instream
20120441,Riparian
20120441,Road
20120441,Upland
20120442,Upland
20120443,Instream
20120443,Riparian
20120444,Instream
20120444,Riparian
20120444,Fish Passage
20120445,Riparian
20120445,Road
20120446,Riparian
20120447,Upland
20120448,Road
20120449,Instream Flow
20120450,Instream
20120450,Riparian
20120450,Fish Passage
20120450,Road
20120451,Instream
20120451,Riparian
20120451,Upland
20120452,Riparian
20120453,Riparian
20120453,Wetland
20120454,Fish Passage
20120455,Riparian
20120456,Instream
20120456,Riparian
20120456,Fish Passage
20120456,Wetland
20120457,Riparian
20120458,Instream
20120459,Instream
20120460,Instream
20120461,Upland
20120462,Wetland
20120463,Riparian
20120464,Upland
20120465,Riparian
20120466,Instream
20120466,Riparian
20120467,Riparian
20120468,Riparian
20120469,Riparian
20120470,Riparian
20120471,Fish Passage
20120471,Fish Screening
20120472,Riparian
20120473,Riparian
20120474,Riparian
20120474,Upland
20120475,Road
20120476,Road
20120477,Fish Passage
20120478,Road
20120479,Road
20120480,Upland
20120481,Fish Passage
20120482,Fish Passage
20120483,Riparian
20120484,Riparian
20120485,Riparian
20120486,Riparian
20120487,Riparian
20120488,Riparian
20120489,Riparian
20120490,Riparian
20120491,Riparian
20120492,Riparian
20120493,Riparian
20120494,Road
20120495,Road
20120496,Upland
20120497,Upland
20120498,Riparian
20120499,Riparian
20120500,Riparian
20120502,Road
20120503,Riparian
20120504,Riparian
20120505,Riparian
20120506,Riparian
20120507,Riparian
20120508,Riparian
20120509,Riparian
20120510,Riparian
20120511,Riparian
20120512,Riparian
20120513,Riparian
20120514,Riparian
20120515,Riparian
20120515,Upland
20120516,Riparian
20120517,Riparian
20120518,Riparian
20120519,Riparian
20120520,Riparian
20120521,Riparian
20120522,Riparian
20120523,Riparian
20120524,Riparian
20120525,Riparian
20120526,Riparian
20120527,Riparian
20120528,Wetland
20120529,Wetland
20120530,Riparian
20120531,Upland
20120532,Riparian
20120533,Fish Passage
20120533,Fish Screening
20120534,Riparian
20120535,Riparian
20120536,Riparian
20120537,Riparian
20120538,Riparian
20120539,Riparian
20120540,Riparian
20120541,Riparian
20120542,Riparian
20120543,Riparian
20120544,Riparian
20120545,Riparian
20120546,Riparian
20120547,Riparian
20120548,Riparian
20120549,Riparian
20120550,Riparian
20120551,Riparian
20120552,Riparian
20120553,Riparian
20120554,Riparian
20120555,Riparian
20120556,Riparian
20120557,Riparian
20120558,Riparian
20120559,Riparian
20120560,Riparian
20120561,Riparian
20120562,Riparian
20120563,Riparian
20120564,Riparian
20120565,Riparian
20120566,Riparian
20120567,Riparian
20120568,Riparian
20120569,Riparian
20120570,Riparian
20120571,Riparian
20120572,Riparian
20120573,Riparian
20120574,Riparian
20120575,Riparian
20120576,Riparian
20120577,Riparian
20120578,Fish Passage
20120580,Fish Passage
20120581,Fish Passage
20120582,Fish Passage
20120583,Fish Passage
20120584,Fish Passage
20120585,Fish Screening
20120586,Fish Screening
20120587,Fish Screening
20120588,Fish Screening
20120589,Fish Screening
20120590,Fish Screening
20120591,Fish Screening
20120592,Fish Screening
20120593,Fish Screening
20120594,Fish Screening
20120595,Fish Screening
20120596,Fish Screening
20120597,Fish Screening
20120598,Fish Screening
20120599,Fish Screening
20120600,Fish Screening
20120601,Fish Screening
20120602,Fish Screening
20120603,Fish Screening
20120604,Fish Screening
20120605,Fish Screening
20120606,Fish Screening
20120607,Fish Screening
20120608,Fish Screening
20120609,Fish Screening
20120610,Fish Screening
20120611,Fish Screening
20120612,Fish Screening
20120613,Fish Screening
20120614,Fish Screening
20120615,Fish Screening
20120616,Fish Screening
20120617,Riparian
20120617,Road
20120618,Upland
20120619,Riparian
20120620,Riparian
20120621,Riparian
20120622,Riparian
20120623,Riparian
20120624,Riparian
20120625,Riparian
20120626,Riparian
20120627,Riparian
20120628,Riparian
20120629,Riparian
20120630,Riparian
20120631,Riparian
20120632,Riparian
20120633,Riparian
20120634,Riparian
20120635,Riparian
20120636,Riparian
20120637,Riparian
20120638,Riparian
20120639,Riparian
20120639,Wetland
20120640,Instream
20120640,Riparian
20120641,Riparian
20120642,Riparian
20120643,Riparian
20120644,Riparian
20120645,Riparian
20120646,Riparian
20120647,Instream
20120647,Riparian
20120647,Upland
20120648,Road
20120649,Road
20120650,Road
20120651,Road
20120652,Road
20120653,Road
20120654,Road
20120655,Road
20120656,Road
20120657,Road
20120658,Instream
20120659,Instream
20120659,Riparian
20120660,Road
20120661,Road
20120662,Road
20120663,Road
20120664,Road
20120665,Road
20120666,Road
20120667,Road
20120668,Road
20120669,Road
20120670,Road
20120671,Road
20120672,Road
20120673,Road
20120674,Road
20120675,Road
20120676,Road
20120677,Road
20120678,Road
20120679,Road
20120680,Road
20120681,Fish Passage
20120682,Fish Passage
20120683,Upland
20120684,Upland
20120685,Fish Passage
20120686,Riparian
20120687,Upland
20120688,Riparian
20120689,Riparian
20120690,Riparian
20120691,Riparian
20120692,Road
20120692,Upland
20120693,Instream Flow
20120694,Riparian
20120695,Riparian
20120696,Riparian
20120697,Riparian
20120698,Upland
20120699,Instream
20120699,Fish Passage
20120700,Instream
20120700,Fish Passage
20120701,Riparian
20120702,Riparian
20120703,Fish Passage
20120704,Riparian
20120705,Riparian
20120706,Riparian
20120707,Riparian
20120708,Riparian
20120709,Riparian
20120710,Riparian
20120711,Upland
20120712,Estuarine
20120713,Upland
20120714,Instream
20120715,Road
20120716,Road
20120717,Fish Passage
20120717,Fish Screening
20120718,Wetland
20120718,Estuarine
20120719,Upland
20120720,Instream
20120720,Fish Passage
20120720,Estuarine
20120721,Upland
20120722,Fish Passage
20120723,Instream
20120723,Riparian
20120723,Road
20120724,Instream
20120725,Riparian
20120725,Upland
20120726,Upland
20120727,Riparian
20120728,Instream
20120728,Riparian
20120728,Fish Passage
20120729,Riparian
20120730,Upland
20120731,Upland
20120731,Wetland
20120731,Urban
20120732,Instream
20120733,Upland
20120734,Riparian
20120735,Upland
20120736,Riparian
20120737,Upland
20120738,Upland
20120739,Upland
20120740,Riparian
20120740,Upland
20120741,Upland
20120742,Upland
20120743,Upland
20120744,Instream Flow
20120745,Riparian
20120746,Riparian
20120747,Riparian
20120748,Upland
20120749,Upland
20120750,Riparian
20120751,Upland
20120752,Fish Passage
20120753,Fish Passage
20120755,Fish Screening
20120756,Fish Screening
20120757,Fish Screening
20120758,Fish Screening
20120759,Fish Screening
20120760,Fish Screening
20120761,Fish Screening
20120762,Fish Screening
20120763,Fish Screening
20120764,Fish Screening
20120765,Fish Screening
20120766,Fish Screening
20120767,Fish Screening
20120768,Fish Screening
20120769,Fish Screening
20120770,Fish Screening
20120771,Fish Screening
20120772,Fish Screening
20120773,Fish Screening
20120774,Fish Screening
20120775,Fish Screening
20120776,Fish Screening
20120777,Fish Screening
20120778,Fish Screening
20120779,Fish Screening
20120780,Fish Screening
20120781,Fish Screening
20120782,Fish Screening
20120783,Fish Screening
20120784,Fish Screening
20120785,Fish Screening
20120786,Fish Screening
20120787,Fish Screening
20120788,Fish Screening
20120789,Fish Screening
20120790,Fish Screening
20120791,Fish Screening
20120792,Fish Screening
20120793,Fish Screening
20120794,Fish Screening
20120795,Fish Screening
20120796,Fish Screening
20120797,Fish Screening
20120798,Fish Screening
20120799,Fish Screening
20120800,Fish Screening
20120801,Fish Screening
20120802,Fish Screening
20120803,Fish Screening
20120804,Fish Screening
20120805,Fish Screening
20120806,Fish Screening
20120807,Fish Screening
20120808,Fish Screening
20120809,Fish Screening
20120810,Fish Screening
20120811,Fish Screening
20120812,Fish Screening
20120813,Fish Screening
20120814,Fish Screening
20120815,Fish Screening
20120816,Fish Screening
20120817,Fish Screening
20120818,Fish Screening
20120819,Fish Screening
20120820,Fish Screening
20120821,Fish Screening
20120822,Fish Screening
20120823,Fish Screening
20120824,Fish Screening
20120825,Fish Screening
20120826,Fish Screening
20120827,Fish Screening
20120828,Fish Screening
20120829,Fish Screening
20120830,Fish Screening
20120831,Fish Screening
20120832,Fish Screening
20120833,Fish Screening
20130001,Upland
20130002,Riparian
20130003,Upland
20130004,Upland
20130005,Upland
20130006,Riparian
20130007,Upland
20130008,Instream
20130008,Riparian
20130009,Upland
20130010,Riparian
20130010,Upland
20130011,Riparian
20130011,Upland
20130012,Riparian
20130012,Fish Passage
20130013,Upland
20130014,Upland
20130015,Upland
20130016,Upland
20130017,Upland
20130018,Riparian
20130018,Upland
20130019,Riparian
20130020,Instream
20130020,Riparian
20130021,Upland
20130022,Upland
20130023,Riparian
20130023,Fish Passage
20130024,Upland
20130025,Upland
20130026,Riparian
20130027,Instream
20130027,Riparian
20130027,Fish Passage
20130028,Upland
20130029,Riparian
20130030,Instream
20130030,Riparian
20130030,Fish Passage
20130031,Upland
20130032,Upland
20130033,Instream
20130033,Riparian
20130033,Fish Passage
20130033,Road
20130034,Upland
20130035,Upland
20130036,Upland
20130037,Riparian
20130038,Riparian
20130039,Upland
20130040,Upland
20130041,Upland
20130042,Upland
20130043,Upland
20130044,Upland
20130045,Upland
20130046,Upland
20130047,Upland
20130048,Upland
20130049,Upland
20130050,Upland
20130051,Upland
20130052,Upland
20130053,Upland
20130054,Upland
20130055,Upland
20130056,Upland
20130057,Upland
20130058,Upland
20130059,Upland
20130060,Upland
20130061,Upland
20130062,Upland
20130063,Upland
20130064,Upland
20130065,Instream
20130065,Riparian
20130066,Urban
20130067,Instream
20130068,Instream Flow
20130069,Upland
20130070,Upland
20130071,Fish Passage
20130072,Upland
20130073,Upland
20130074,Upland
20130075,Upland
20130076,Upland
20130077,Upland
20130078,Upland
20130079,Upland
20130080,Upland
20130081,Upland
20130082,Upland
20130083,Upland
20130084,Upland
20130085,Upland
20130086,Upland
20130087,Upland
20130088,Upland
20130089,Upland
20130090,Riparian
20130090,Upland
20130091,Upland
20130092,Fish Screening
20130092,Instream Flow
20130093,Upland
20130094,Riparian
20130095,Upland
20130096,Upland
20130097,Riparian
20130098,Riparian
20130099,Upland
20130100,Riparian
20130101,Upland
20130102,Upland
20130103,Upland
20130104,Riparian
20130104,Upland
20130105,Upland
20130106,Riparian
20130107,Riparian
20130108,Riparian
20130109,Riparian
20130110,Riparian
20130111,Riparian
20130112,Riparian
20130113,Riparian
20130114,Riparian
20130115,Riparian
20130116,Riparian
20130117,Riparian
20130118,Riparian
20130119,Riparian
20130120,Riparian
20130121,Riparian
20130122,Riparian
20130123,Riparian
20130124,Riparian
20130125,Upland
20130126,Instream
20130126,Riparian
20130126,Wetland
20130127,Riparian
20130128,Upland
20130129,Upland
20130130,Road
20130131,Riparian
20130131,Upland
20130132,Riparian
20130132,Upland
20130133,Instream
20130134,Instream
20130134,Riparian
20130134,Fish Passage
20130135,Fish Passage
20130136,Road
20130137,Instream
20130138,Road
20130139,Instream
20130140,Riparian
20130141,Upland
20130142,Riparian
20130143,Fish Passage
20130144,Instream Flow
20130145,Instream
20130145,Riparian
20130145,Upland
20130146,Instream
20130146,Fish Passage
20130147,Upland
20130148,Upland
20130149,Upland
20130150,Fish Passage
20130150,Wetland
20130151,Riparian
20130152,Riparian
20130153,Upland
20130154,Riparian
20130154,Upland
20130155,Instream
20130156,Upland
20130157,Riparian
20130157,Fish Passage
20130157,Upland
20130158,Upland
20130159,Upland
20130160,Riparian
20130160,Upland
20130161,Fish Passage
20130162,Upland
20130163,Upland
20130164,Upland
20130164,Instream Flow
20130165,Fish Passage
20130166,Upland
20130167,Riparian
20130168,Upland
20130169,Fish Passage
20130170,Fish Passage
20130171,Instream
20130171,Fish Passage
20130172,Fish Passage
20130172,Upland
20130173,Instream
20130173,Fish Passage
20130174,Instream
20130174,Riparian
20130175,Upland
20130176,Upland
20130177,Instream
20130177,Riparian
20130178,Instream
20130178,Riparian
20130178,Fish Passage
20130179,Road
20130179,Upland
20130180,Upland
20130181,Upland
20130182,Riparian
20130183,Upland
20130184,Instream
20130184,Fish Passage
20130185,Upland
20130186,Instream
20130187,Upland
20130188,Fish Passage
20130189,Upland
20130190,Upland
20130191,Fish Passage
20130192,Fish Passage
20130193,Upland
20130195,Fish Passage
20130195,Fish Screening
20130196,Riparian
20130196,Fish Passage
20130197,Upland
20130198,Upland
20130199,Upland
20130200,Upland
20130201,Riparian
20130202,Upland
20130203,Riparian
20130203,Upland
20130204,Riparian
20130205,Instream
20130205,Riparian
20130206,Upland
20130207,Instream
20130207,Riparian
20130207,Fish Passage
20130208,Riparian
20130209,Riparian
20130209,Road
20130210,Upland
20130211,Instream
20130212,Instream
20130212,Fish Passage
20130213,Fish Passage
20130214,Fish Passage
20130214,Instream Flow
20130215,Upland
20130216,Upland
20130217,Instream Flow
20130218,Fish Passage
20130219,Instream
20130219,Fish Passage
20130220,Fish Passage
20130220,Fish Screening
20130220,Instream Flow
20130221,Upland
20130222,Upland
20130223,Upland
20130224,Riparian
20130225,Upland
20130226,Riparian
20130227,Riparian
20130228,Riparian
20130229,Riparian
20130230,Riparian
20130231,Riparian
20130232,Riparian
20130233,Riparian
20130234,Riparian
20130235,Riparian
20130236,Upland
20130237,Upland
20130238,Upland
20130239,Upland
20130240,Upland
20130241,Riparian
20130241,Upland
20130243,Upland
20130244,Upland
20130245,Upland
20130246,Upland
20130247,Upland
20130248,Upland
20130249,Upland
20130250,Upland
20130251,Upland
20130252,Upland
20130253,Upland
20130254,Upland
20130255,Instream
20130255,Fish Passage
20130256,Upland
20130257,Wetland
20130258,Wetland
20130259,Instream
20130260,Instream Flow
20130261,Instream
20130262,Upland
20130263,Fish Passage
20130264,Upland
20130265,Fish Passage
20130266,Upland
20130267,Instream
20130267,Riparian
20130268,Fish Passage
20130269,Upland
20130270,Riparian
20130270,Upland
20130270,Wetland
20130271,Instream
20130271,Riparian
20130272,Upland
20130273,Upland
20130274,Upland
20130275,Upland
20130276,Upland
20130277,Upland
20130278,Upland
20130279,Upland
20130280,Upland
20130281,Riparian
20130282,Upland
20130283,Upland
20130284,Upland
20130285,Upland
20130286,Upland
20130287,Upland
20130288,Upland
20130289,Upland
20130290,Instream
20130290,Fish Passage
20130291,Upland
20130292,Instream
20130292,Riparian
20130293,Instream
20130293,Riparian
20130294,Riparian
20130295,Riparian
20130295,Upland
20130296,Fish Screening
20130297,Instream
20130297,Riparian
20130297,Fish Passage
20130297,Wetland
20130298,Instream
20130299,Fish Passage
20130299,Fish Screening
20130300,Upland
20130301,Instream
20130301,Riparian
20130302,Riparian
20130302,Upland
20130303,Upland
20130304,Upland
20130305,Fish Passage
20130306,Upland
20130307,Upland
20130308,Upland
20130309,Riparian
20130309,Upland
20130310,Riparian
20130311,Instream
20130312,Upland
20130313,Upland
20130314,Upland
20130315,Riparian
20130316,Upland
20130317,Upland
20130318,Upland
20130319,Riparian
20130320,Fish Passage
20130321,Riparian
20130322,Riparian
20130323,Riparian
20130324,Riparian
20130325,Riparian
20130326,Riparian
20130327,Riparian
20130328,Riparian
20130329,Riparian
20130330,Riparian
20130331,Riparian
20130332,Instream
20130332,Riparian
20130333,Upland
20130334,Road
20130334,Upland
20130335,Road
20130336,Road
20130337,Riparian
20130337,Fish Passage
20130337,Road
20130338,Fish Passage
20130339,Road
20130340,Upland
20130341,Upland
20130342,Riparian
20130343,Riparian
20130344,Riparian
20130345,Riparian
20130346,Riparian
20130347,Instream
20130347,Fish Passage
20130348,Wetland
20130349,Riparian
20130350,Riparian
20130351,Riparian
20130351,Upland
20130352,Riparian
20130352,Upland
20130353,Instream
20130354,Instream
20130355,Instream
20130356,Estuarine
20130357,Riparian
20130358,Instream
20130359,Wetland
20130360,Riparian
20130360,Upland
20130361,Upland
20130362,Instream
20130362,Riparian
20130362,Upland
20130363,Riparian
20130363,Upland
20130364,Upland
20130365,Instream
20130366,Fish Passage
20130367,Riparian
20130367,Fish Passage
20130367,Upland
20130368,Instream
20130369,Instream
20130370,Instream
20130371,Riparian
20130371,Upland
20130372,Riparian
20130372,Upland
20130373,Instream
20130374,Road
20130375,Road
20130376,Upland
20130376,Instream Flow
20130377,Road
20130378,Upland
20130379,Road
20130380,Upland
20130381,Instream
20130381,Riparian
20130381,Fish Passage
20130382,Upland
20130383,Instream
20130383,Fish Passage
20130384,Upland
20130385,Road
20130385,Wetland
20130386,Instream
20130386,Riparian
20130386,Fish Passage
20130386,Wetland
20130387,Upland
20130388,Road
20130389,Upland
20130390,Upland
20130391,Instream
20130392,Riparian
20130392,Upland
20130393,Upland
20130394,Riparian
20130395,Wetland
20130396,Upland
20130397,Riparian
20130397,Upland
20130398,Upland
20130399,Riparian
20130400,Riparian
20130401,Riparian
20130402,Riparian
20130403,Riparian
20130404,Riparian
20130405,Riparian
20130406,Riparian
20130407,Riparian
20130408,Riparian
20130409,Upland
20130410,Upland
20130411,Instream
20130412,Instream
20130413,Fish Passage
20130414,Upland
20130415,Riparian
20130416,Instream
20130416,Riparian
20130416,Fish Passage
20130416,Road
20130416,Upland
20130417,Riparian
20130418,Riparian
20130419,Riparian
20130420,Instream
20130421,Instream
20130422,Riparian
20130423,Riparian
20130424,Riparian
20130425,Riparian
20130426,Riparian
20130427,Riparian
20130428,Riparian
20130429,Riparian
20130430,Riparian
20130431,Riparian
20130432,Riparian
20130433,Riparian
20130434,Upland
20130435,Riparian
20130436,Riparian
20130437,Riparian
20130438,Riparian
20130438,Upland
20130439,Upland
20130440,Upland
20130441,Upland
20130441,Wetland
20130442,Riparian
20130443,Fish Passage
20130443,Road
20130444,Riparian
20130445,Riparian
20130446,Fish Passage
20130447,Road
20130448,Fish Passage
20130449,Upland
20130450,Riparian
20130451,Upland
20130452,Riparian
20130453,Riparian
20130453,Upland
20130454,Riparian
20130454,Upland
20130455,Upland
20130456,Upland
20130457,Upland
20130458,Fish Passage
20130459,Fish Passage
20130460,Riparian
20130461,Upland
20130462,Fish Passage
20130464,Upland
20130465,Riparian
20130465,Upland
20130466,Upland
20130467,Riparian
20130467,Upland
20130468,Riparian
20130469,Riparian
20130470,Riparian
20130471,Riparian
20130472,Riparian
20130473,Riparian
20130474,Riparian
20130475,Riparian
20130476,Fish Passage
20130477,Riparian
20130478,Riparian
20130479,Riparian
20130480,Riparian
20130481,Riparian
20130482,Riparian
20130483,Riparian
20130484,Riparian
20130485,Riparian
20130486,Riparian
20130487,Upland
20130488,Riparian
20130489,Riparian
20130490,Riparian
20130491,Riparian
20130492,Riparian
20130493,Riparian
20130494,Riparian
20130495,Fish Passage
20130496,Fish Passage
20130497,Fish Passage
20130498,Instream
20130498,Riparian
20130498,Fish Passage
20130499,Upland
20130500,Riparian
20130501,Riparian
20130502,Road
20130503,Road
20130504,Fish Passage
20130505,Upland
20130505,Wetland
20130506,Upland
20130507,Upland
20130508,Riparian
20130508,Fish Passage
20130509,Road
20130510,Upland
20130511,Fish Passage
20130512,Instream
20130513,Instream
20130514,Riparian
20130515,Instream
20130515,Riparian
20130515,Fish Passage
20130516,Fish Passage
20130517,Fish Passage
20130517,Road
20130518,Road
20130519,Instream
20130520,Instream
20130520,Fish Passage
20130520,Road
20130521,Riparian
20130522,Riparian
20130523,Instream
20130524,Instream
20130526,Fish Passage
20130527,Fish Screening
20130528,Fish Screening
20130529,Fish Screening
20130530,Fish Screening
20130531,Fish Screening
20130532,Fish Screening
20130533,Fish Screening
20130534,Fish Screening
20130535,Fish Screening
20130536,Fish Screening
20130537,Fish Screening
20130538,Fish Screening
20130539,Fish Screening
20130540,Fish Screening
20130541,Fish Screening
20130542,Fish Screening
20130543,Fish Screening
20130544,Fish Screening
20130545,Fish Screening
20130546,Fish Screening
20130547,Fish Screening
20130548,Fish Screening
20130549,Fish Screening
20130550,Fish Screening
20130551,Fish Screening
20130552,Fish Screening
20130553,Fish Screening
20130554,Fish Screening
20130555,Fish Screening
20130556,Fish Screening
20130557,Fish Screening
20130558,Fish Screening
20130559,Fish Screening
20130560,Fish Screening
20130561,Fish Screening
20130562,Fish Screening
20130563,Fish Screening
20130564,Fish Screening
20130565,Fish Screening
20130566,Fish Screening
20130567,Fish Screening
20130568,Fish Screening
20130569,Fish Screening
20130570,Fish Screening
20130571,Fish Screening
20130572,Fish Screening
20130573,Fish Screening
20130574,Fish Screening
20130575,Fish Screening
20130576,Fish Screening
20130577,Fish Screening
20130578,Fish Screening
20130579,Fish Screening
20130580,Fish Screening
20130581,Fish Screening
20130582,Fish Screening
20130583,Fish Screening
20130584,Fish Screening
20130585,Fish Screening
20130586,Fish Screening
20130587,Fish Screening
20130588,Fish Screening
20130589,Fish Screening
20130590,Fish Screening
20130591,Fish Screening
20130592,Fish Screening
20130593,Fish Screening
20130594,Fish Screening
20130595,Fish Screening
20130596,Fish Screening
20130597,Fish Screening
20130598,Fish Screening
20130599,Fish Screening
20130600,Fish Screening
20130601,Fish Screening
20130602,Fish Screening
20130603,Fish Screening
20130604,Fish Passage
20130605,Fish Screening
20130606,Fish Screening
20130607,Fish Screening
20130608,Fish Screening
20130609,Fish Screening
20130610,Fish Screening
20130611,Fish Screening
20130612,Fish Screening
20130613,Fish Screening
20130614,Fish Screening
20130615,Fish Screening
20130616,Fish Screening
20130617,Fish Screening
20130618,Fish Screening
20130619,Fish Screening
20130620,Fish Screening
20130621,Fish Screening
20130622,Fish Screening
20130623,Fish Screening
20130624,Fish Screening
20130625,Fish Screening
20130626,Fish Screening
20130627,Fish Screening
20130628,Fish Screening
20130629,Instream
20130629,Riparian
20130630,Riparian
20130630,Road
20140001,Fish Passage
20140002,Riparian
20140003,Fish Passage
20140003,Estuarine
20140004,Riparian
20140005,Upland
20140006,Riparian
20140006,Upland
20140006,Wetland
20140007,Upland
20140008,Riparian
20140008,Upland
20140009,Riparian
20140009,Upland
20140010,Riparian
20140010,Upland
20140011,Upland
20140012,Upland
20140013,Upland
20140014,Riparian
20140015,Upland
20140016,Upland
20140017,Upland
20140018,Fish Passage
20140019,Road
20140020,Riparian
20140020,Upland
20140020,Wetland
20140021,Upland
20140022,Upland
20140023,Upland
20140024,Instream
20140024,Riparian
20140024,Fish Passage
20140025,Riparian
20140026,Riparian
20140027,Riparian
20140028,Instream
20140029,Upland
20140030,Riparian
20140031,Riparian
20140032,Instream
20140033,Upland
20140034,Upland
20140035,Riparian
20140036,Riparian
20140037,Riparian
20140038,Upland
20140039,Upland
20140040,Upland
20140041,Upland
20140042,Upland
20140043,Upland
20140044,Upland
20140045,Upland
20140046,Riparian
20140047,Upland
20140048,Upland
20140049,Upland
20140050,Upland
20140051,Upland
20140052,Upland
20140053,Riparian
20140053,Wetland
20140054,Upland
20140055,Upland
20140056,Riparian
20140056,Upland
20140057,Upland
20140058,Upland
20140059,Upland
20140060,Riparian
20140060,Upland
20140061,Upland
20140062,Upland
20140063,Upland
20140064,Upland
20140065,Upland
20140066,Riparian
20140066,Upland
20140067,Riparian
20140067,Upland
20140068,Riparian
20140069,Riparian
20140070,Riparian
20140071,Riparian
20140071,Upland
20140072,Upland
20140073,Upland
20140074,Fish Passage
20140075,Instream
20140076,Instream
20140077,Instream
20140078,Instream
20140079,Riparian
20140080,Upland
20140081,Upland
20140082,Upland
20140083,Road
20140084,Road
