PROJNUM,NameType
19970476,"['odfw (state agency/university or jobs program (or ownership))', 'longview fibre co (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'odf (state agency/university or jobs program (or ownership))']"
19970481,"['odfw (state agency/university or jobs program (or ownership))', 'green diamond resource company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'hampton tree farms (private forest industrial landowner)']"
19970484,"['boise cascade (private forest industrial landowner)', 'crater high school (educational institution/school)']"
19970488,"['odfw (state agency/university or jobs program (or ownership))', 'weyerhaeuser company (private forest industrial landowner)']"
19970489,"['weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970490,"['weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970492,"['odfw (state agency/university or jobs program (or ownership))', 'cattle leasees (permittee or leaseholder)', 'weyerhaeuser company (private forest industrial landowner)']"
19970493,"['weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970495,"['each project participant has another record this record lists multiple funding sources with that could not be separated out (several participants, but funding not separated)', 'davidson industries inc (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970497,"['international paper (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970519,"['oweb (state agency/university or jobs program (or ownership))', 'weyerhaeuser company (private forest industrial landowner)', 'coos watershed association (watershed council)', 'odfw (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))']"
19970520,"['oweb (state agency/university or jobs program (or ownership))', 'weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'coos watershed association (watershed council)', 'odfw (state agency/university or jobs program (or ownership))']"
19970521,"['weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'odf (state agency/university or jobs program (or ownership))']"
19970522,"['weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'odf (state agency/university or jobs program (or ownership))']"
19970523,"['oweb (state agency/university or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))', 'coos watershed association (watershed council)', 'weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970525,['weyerhaeuser company (private forest industrial landowner)']
19970526,['weyerhaeuser company (private forest industrial landowner)']
19970527,['weyerhaeuser company (private forest industrial landowner)']
19970528,['weyerhaeuser company (private forest industrial landowner)']
19970529,"['weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970531,['weyerhaeuser company (private forest industrial landowner)']
19970532,"['weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970534,"['weyerhaeuser company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970535,"['odfw (state agency/university or jobs program (or ownership))', 'hancock timber resource group (private forest industrial landowner)', 'jal construction (contractor)', 'hire the fisherman program others (federal agency or jobs program (or ownership))', 'blm (federal agency or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))']"
19970536,"['each project participant has another record this record lists multiple funding sources with that could not be separated out (several participants, but funding not separated)', 'usfs (federal agency or jobs program (or ownership))', 'starker forests inc (private forest industrial landowner)', 'nrcs (federal agency or jobs program (or ownership))', 'usfs (federal agency or jobs program (or ownership))', 'odfw (state agency/university or jobs program (or ownership))']"
19970538,"['odfw (state agency/university or jobs program (or ownership))', 'dtl logging (contractor)', 'alsea grade schools (educational institution/school)', 'odfw (state agency/university or jobs program (or ownership))', 'starker forests inc (private forest industrial landowner)', 'miller timber services (contractor)']"
19970544,"['ochoco lumber company (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))', 'ponderosa logging (contractor)']"
19970545,"['jefferson swcd (Soil & Water Conservation District)', 'ochoco lumber company (private forest industrial landowner)', 'deware blodsoe (contractor)']"
19970547,"['cavenham forest industries (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970549,"['menasha corporation (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
19970550,"['menasha corporation (private forest industrial landowner)', 'odfw (state agency/university or jobs program (or ownership))']"
